doc_name,thread_name,engine_group,dominant_topic,mileage_mentioned,mileage_confidence,gamma_vector
doc_01362,Klima sorunu hk.,1.6_TDI,3,75000,medium,"[0.003126, 0.002642, 0.546280, 0.003467, 0.005756, 0.003504, 0.002577, 0.001267, 0.003606, 0.001091, 0.003903, 0.001700, 0.003604, 0.003284, 0.003452, 0.004448, 0.001719, 0.008760, 0.393804, 0.002009]"
doc_01363,Klima sorunu ve motor ariza isigi,unknown,8,NA,none,"[0.001793, 0.011792, 0.000522, 0.005556, 0.005371, 0.001351, 0.001436, 0.811464, 0.001688, 0.003178, 0.007047, 0.000363, 0.001911, 0.003939, 0.002060, 0.126303, 0.002519, 0.008479, 0.001853, 0.001374]"
doc_01364,Klima yonledirme sorunu,unknown,16,NA,none,"[0.001074, 0.001695, 0.000200, 0.000312, 0.001775, 0.000168, 0.000122, 0.001929, 0.000343, 0.000609, 0.001521, 0.000040, 0.000093, 0.000539, 0.000068, 0.981561, 0.001830, 0.005029, 0.000039, 0.001052]"
doc_01365,Klima yonlendirme sesi,unknown,7,NA,none,"[0.000819, 0.020265, 0.000572, 0.170573, 0.002583, 0.001745, 0.733927, 0.003942, 0.002769, 0.005980, 0.009827, 0.000323, 0.001033, 0.003613, 0.003037, 0.024156, 0.002032, 0.008223, 0.001914, 0.002667]"
doc_01366,Klimadan gelen gicirti sesi,1.2_TSI,2,NA,none,"[0.001043, 0.956274, 0.001569, 0.000906, 0.002659, 0.003299, 0.002431, 0.001317, 0.001572, 0.000361, 0.000266, 0.001438, 0.001904, 0.001650, 0.002689, 0.000671, 0.001203, 0.017316, 0.001120, 0.000314]"
doc_01367,Klimadan gelen islik sesi…,other,12,NA,none,"[0.000434, 0.000205, 0.000328, 0.000811, 0.001019, 0.000919, 0.000669, 0.000370, 0.000474, 0.000252, 0.012087, 0.975980, 0.000780, 0.000915, 0.000542, 0.001104, 0.000551, 0.001544, 0.000635, 0.000383]"
doc_01368,Klimadan gelen ses,1.2_TSI,12,60000,medium,"[0.001155, 0.000547, 0.000733, 0.001787, 0.006024, 0.001202, 0.000754, 0.000752, 0.001490, 0.000746, 0.001106, 0.976913, 0.000933, 0.001549, 0.000269, 0.000817, 0.000677, 0.001038, 0.001468, 0.000039]"
doc_01369,Klimadan gelen ses?,unknown,8,NA,none,"[0.001141, 0.000881, 0.004437, 0.001549, 0.001932, 0.001044, 0.000838, 0.967236, 0.000942, 0.002086, 0.003449, 0.001536, 0.000392, 0.001020, 0.001150, 0.004445, 0.001300, 0.001943, 0.002309, 0.000371]"
doc_01370,Klimanin degisik halleri,unknown,18,NA,none,"[0.002202, 0.000521, 0.001643, 0.001021, 0.002359, 0.001233, 0.003065, 0.000590, 0.001991, 0.001144, 0.000934, 0.000914, 0.001887, 0.002840, 0.021768, 0.000542, 0.001976, 0.952243, 0.001092, 0.000035]"
doc_01371,Klimatronik arizasi (klima kontrol paneli),unknown,6,NA,none,"[0.000371, 0.001237, 0.000110, 0.000458, 0.000989, 0.988664, 0.000875, 0.000206, 0.000076, 0.001029, 0.001110, 0.000140, 0.000112, 0.000233, 0.000777, 0.001445, 0.000398, 0.001303, 0.000314, 0.000154]"
doc_01372,Klimayi acinca 1000 devire yukselmesi,1.6_TDI,10,NA,none,"[0.002267, 0.000901, 0.001765, 0.003763, 0.008776, 0.002242, 0.003233, 0.001479, 0.003503, 0.950653, 0.000575, 0.004137, 0.001716, 0.003894, 0.000925, 0.001554, 0.002541, 0.002415, 0.003589, 0.000074]"
doc_01373,Km yukseltme,unknown,11,50000,medium,"[0.001398, 0.000236, 0.002171, 0.000710, 0.000644, 0.001027, 0.001706, 0.001753, 0.000751, 0.000509, 0.978936, 0.001383, 0.000311, 0.001066, 0.000559, 0.000646, 0.001111, 0.001564, 0.002075, 0.001445]"
doc_01374,Koltuk Dosemesi Sokugu,1.4_TSI,9,5000,medium,"[0.000300, 0.000332, 0.000892, 0.000719, 0.001298, 0.000767, 0.000705, 0.000198, 0.986230, 0.000314, 0.000829, 0.000510, 0.000507, 0.000554, 0.001169, 0.001248, 0.000479, 0.001587, 0.000914, 0.000447]"
doc_01375,Koltuk Isitma Calismamasi,unknown,13,NA,none,"[0.001573, 0.000909, 0.002006, 0.001230, 0.005110, 0.001556, 0.001528, 0.001215, 0.001495, 0.000902, 0.003394, 0.001513, 0.634154, 0.332761, 0.002780, 0.001759, 0.000756, 0.003075, 0.002083, 0.000202]"
doc_01376,Kontak Kapali durumdayken Radyo Isiklarinin yanip sonmesi,1.6_TDI,6,NA,none,"[0.277485, 0.003394, 0.010862, 0.009496, 0.039321, 0.575658, 0.004541, 0.005383, 0.009601, 0.003702, 0.007798, 0.007395, 0.004614, 0.008755, 0.003612, 0.002790, 0.005047, 0.008264, 0.011831, 0.000451]"
doc_01377,Kontak actiktan sonra konsoldan gelen tuhaf bir ses,unknown,9,NA,none,"[0.001555, 0.000498, 0.001779, 0.001298, 0.008339, 0.001221, 0.001596, 0.000626, 0.968432, 0.000603, 0.001853, 0.000741, 0.000686, 0.002678, 0.001485, 0.001831, 0.001050, 0.002196, 0.001353, 0.000178]"
doc_01378,Korna arizasi,unknown,17,NA,none,"[0.000463, 0.000309, 0.000689, 0.000615, 0.001170, 0.000759, 0.000627, 0.000632, 0.000560, 0.000559, 0.001048, 0.000605, 0.000515, 0.000323, 0.000766, 0.000883, 0.986879, 0.001969, 0.000376, 0.000251]"
doc_01379,Korna onerisi,unknown,3,NA,none,"[0.001548, 0.001036, 0.957599, 0.000993, 0.015940, 0.001668, 0.001398, 0.000737, 0.001674, 0.000312, 0.001872, 0.000688, 0.001404, 0.001847, 0.001362, 0.003116, 0.001060, 0.003580, 0.001344, 0.000823]"
doc_01380,Korna ve bagaj lambasi yanmama,unknown,6,NA,none,"[0.004314, 0.001191, 0.003850, 0.003960, 0.370856, 0.570336, 0.004230, 0.003617, 0.004091, 0.001316, 0.004940, 0.002679, 0.002118, 0.007815, 0.002111, 0.003391, 0.003219, 0.003397, 0.002069, 0.000498]"
doc_01381,Kronik sorunlar,unknown,5,12000,medium,"[0.003746, 0.000399, 0.001519, 0.001358, 0.970613, 0.002676, 0.002568, 0.002948, 0.003491, 0.000391, 0.000643, 0.001633, 0.000738, 0.003700, 0.000236, 0.000550, 0.001006, 0.000827, 0.000924, 0.000032]"
doc_01382,Kucuk bir hasar icin Maslak'ta kaporta-boya ustasi tavsiye,unknown,9,20000,range,"[0.000522, 0.000727, 0.006481, 0.001245, 0.001603, 0.000863, 0.000449, 0.001083, 0.974462, 0.001843, 0.001589, 0.001293, 0.000143, 0.000598, 0.000768, 0.001193, 0.000456, 0.001174, 0.003204, 0.000302]"
doc_01383,Kumandadan 4 cam acilmama sorunu?,unknown,17,NA,none,"[0.000140, 0.001449, 0.000056, 0.000320, 0.000236, 0.000214, 0.000134, 0.000525, 0.000175, 0.000735, 0.001254, 0.000048, 0.000139, 0.000158, 0.000608, 0.001755, 0.988708, 0.002241, 0.000166, 0.000941]"
doc_01384,Kumandadan Sunroof Kapanmama Sorunu,unknown,19,NA,none,"[0.000718, 0.000353, 0.000882, 0.000828, 0.000676, 0.000800, 0.000386, 0.000303, 0.000843, 0.000354, 0.000903, 0.000567, 0.000818, 0.000554, 0.001096, 0.000347, 0.000347, 0.001181, 0.987592, 0.000451]"
doc_01385,Kus sesi acil yardim,1.6_TDI,13,29000,medium,"[0.001029, 0.000447, 0.000395, 0.000360, 0.001881, 0.000400, 0.001827, 0.000580, 0.000419, 0.000291, 0.000697, 0.000396, 0.987036, 0.001003, 0.000486, 0.000244, 0.000519, 0.001456, 0.000504, 0.000030]"
doc_01386,Lambda Sondasi (oksijen sensoru),1.2_TSI,10,NA,none,"[0.002431, 0.000949, 0.000633, 0.001590, 0.003748, 0.001964, 0.013051, 0.000910, 0.001623, 0.953505, 0.000568, 0.001790, 0.002420, 0.002183, 0.002742, 0.001126, 0.002975, 0.003705, 0.001707, 0.000381]"
doc_01387,Lambda sensoru,unknown,7,3000,medium,"[0.000835, 0.000740, 0.001732, 0.001819, 0.003736, 0.001646, 0.970004, 0.001314, 0.001838, 0.001051, 0.003129, 0.000884, 0.001186, 0.002794, 0.001086, 0.002084, 0.001384, 0.001779, 0.000837, 0.000122]"
doc_01388,Lastigim dayanir mi?,unknown,7,5000,medium,"[0.000731, 0.000717, 0.001560, 0.001672, 0.003310, 0.001385, 0.973668, 0.001029, 0.001853, 0.001016, 0.002325, 0.000783, 0.001033, 0.002365, 0.001057, 0.001829, 0.001166, 0.001666, 0.000725, 0.000109]"
doc_01389,Lastik Balon Yapti,unknown,16,NA,none,"[0.002564, 0.000642, 0.007444, 0.006046, 0.303695, 0.005040, 0.003206, 0.006204, 0.006991, 0.002068, 0.002979, 0.005136, 0.002290, 0.006489, 0.000311, 0.633278, 0.001986, 0.001950, 0.001606, 0.000075]"
doc_01390,Lastik Basinc Uyarisi,unknown,9,NA,none,"[0.000244, 0.000271, 0.000742, 0.000559, 0.001108, 0.000630, 0.000619, 0.000160, 0.988674, 0.000262, 0.000693, 0.000416, 0.000372, 0.000464, 0.000952, 0.001039, 0.000406, 0.001387, 0.000639, 0.000365]"
doc_01391,Lastik Basinc Uyarisi!,unknown,13,NA,none,"[0.000481, 0.000554, 0.001129, 0.000707, 0.001219, 0.001015, 0.000806, 0.000651, 0.000569, 0.000365, 0.001055, 0.000917, 0.982182, 0.001067, 0.001361, 0.001112, 0.000537, 0.002742, 0.001063, 0.000467]"
doc_01392,Lastik Basinc Uyarisini Gideremiyorum.Yardim?,unknown,13,NA,none,"[0.000213, 0.000277, 0.000505, 0.000343, 0.000568, 0.000510, 0.000398, 0.000327, 0.000269, 0.000179, 0.000534, 0.000464, 0.991305, 0.000523, 0.000623, 0.000621, 0.000249, 0.001353, 0.000501, 0.000241]"
doc_01393,Lastik Ebatlari,unknown,16,NA,none,"[0.000451, 0.000166, 0.002252, 0.001233, 0.002926, 0.000995, 0.002099, 0.002076, 0.001875, 0.000673, 0.001485, 0.001149, 0.000969, 0.002059, 0.000313, 0.976203, 0.000692, 0.002026, 0.000309, 0.000051]"
doc_01394,"Lastik basinc sensoru, lastik patlamasina ragmen uyari vermedi",unknown,19,NA,none,"[0.000874, 0.000453, 0.001080, 0.001158, 0.000920, 0.001096, 0.000557, 0.000405, 0.000991, 0.000465, 0.001142, 0.000782, 0.001071, 0.000740, 0.001184, 0.000472, 0.000444, 0.001529, 0.984115, 0.000522]"
doc_01395,Lastik basinc uyari sistemi aktif olmuyor,unknown,19,NA,none,"[0.000652, 0.000367, 0.000863, 0.000930, 0.000749, 0.000848, 0.000449, 0.000333, 0.000795, 0.000376, 0.000998, 0.000710, 0.000927, 0.000670, 0.000877, 0.000411, 0.000359, 0.001186, 0.987070, 0.000432]"
doc_01396,Lastik degisimi sonrasi yol sesi artti,unknown,7,80000,medium,"[0.000129, 0.000284, 0.000449, 0.000428, 0.000462, 0.000511, 0.992668, 0.000225, 0.000379, 0.000335, 0.000562, 0.000286, 0.000341, 0.000319, 0.000626, 0.000684, 0.000309, 0.000620, 0.000211, 0.000172]"
doc_01397,Lastik degistirdikten sonra airbag ariza isiginin yanmasi.,unknown,7,NA,none,"[0.000491, 0.000475, 0.001038, 0.001059, 0.002316, 0.000886, 0.982858, 0.000742, 0.001168, 0.000675, 0.001608, 0.000536, 0.000610, 0.001380, 0.000716, 0.001112, 0.000774, 0.001018, 0.000464, 0.000074]"
doc_01398,Lastik kopugu sonrasi basinc sensoru bozulmasi,unknown,16,10000,high,"[0.002725, 0.002072, 0.000018, 0.002250, 0.006052, 0.001839, 0.001883, 0.002167, 0.002861, 0.001609, 0.000169, 0.000024, 0.000066, 0.001625, 0.000237, 0.971031, 0.001525, 0.000986, 0.000516, 0.000344]"
doc_01399,Lastik sesi ve ugultu,unknown,3,25000,medium,"[0.001895, 0.000621, 0.527597, 0.000877, 0.451425, 0.001439, 0.001212, 0.001051, 0.001864, 0.000261, 0.001321, 0.000504, 0.000853, 0.003048, 0.000553, 0.001867, 0.001111, 0.001587, 0.000758, 0.000155]"
doc_01400,Lastik surtmesi hk.,unknown,5,NA,none,"[0.001503, 0.000022, 0.001373, 0.000434, 0.984587, 0.002482, 0.000710, 0.001151, 0.002142, 0.000177, 0.000732, 0.000759, 0.000155, 0.001483, 0.000176, 0.000459, 0.000118, 0.000669, 0.000853, 0.000017]"
doc_01401,Lastikler camurluga surtuyor (Golf 7),unknown,5,NA,none,"[0.012676, 0.002859, 0.002861, 0.004843, 0.434945, 0.150666, 0.010929, 0.011714, 0.011830, 0.003069, 0.004401, 0.197132, 0.003761, 0.009665, 0.001658, 0.002925, 0.121609, 0.007952, 0.004286, 0.000217]"
doc_01402,Led Far Muayeneden Gecirme,unknown,1,NA,none,"[0.987221, 0.000172, 0.000869, 0.000424, 0.002324, 0.000709, 0.000292, 0.000573, 0.000355, 0.000251, 0.001088, 0.000452, 0.000459, 0.000634, 0.001264, 0.000367, 0.000551, 0.000763, 0.000807, 0.000423]"
doc_01403,Led on sinyal icin H21W BAY9s duylu led ampul sorunu,unknown,4,NA,none,"[0.000393, 0.000157, 0.000084, 0.975615, 0.005867, 0.000387, 0.002283, 0.001594, 0.000549, 0.000367, 0.000278, 0.000200, 0.001862, 0.004430, 0.000924, 0.000872, 0.001638, 0.002055, 0.000405, 0.000040]"
doc_01404,Led stop lambasi,unknown,7,NA,none,"[0.002234, 0.000878, 0.001198, 0.001373, 0.155420, 0.001457, 0.826107, 0.001036, 0.001969, 0.000995, 0.001047, 0.001020, 0.000667, 0.001752, 0.000213, 0.000290, 0.001180, 0.000435, 0.000709, 0.000019]"
doc_01405,Led xenon golf 7,unknown,13,NA,none,"[0.007454, 0.004640, 0.011039, 0.009190, 0.029826, 0.007534, 0.005595, 0.006668, 0.010687, 0.003587, 0.006038, 0.007909, 0.848579, 0.010325, 0.002375, 0.004023, 0.003950, 0.009357, 0.010958, 0.000266]"
doc_01406,Logo Geri Gorus Kamera ve CarPlay ~ Multimedya Hakkinda.,unknown,1,NA,none,"[0.985911, 0.000211, 0.000906, 0.000498, 0.001574, 0.000921, 0.000330, 0.000604, 0.000412, 0.000322, 0.001042, 0.000531, 0.000547, 0.000632, 0.001744, 0.000429, 0.000677, 0.001386, 0.000847, 0.000476]"
doc_01407,Logo Kamera Goruntu yok,unknown,15,NA,none,"[0.000227, 0.001069, 0.000179, 0.000422, 0.000097, 0.000307, 0.000470, 0.000132, 0.000124, 0.092707, 0.000298, 0.000283, 0.000260, 0.000155, 0.894818, 0.002675, 0.000498, 0.002792, 0.000597, 0.001891]"
doc_01408,Logo degisimi,unknown,7,NA,none,"[0.001512, 0.000565, 0.000760, 0.001057, 0.008369, 0.001506, 0.974596, 0.001451, 0.002122, 0.000619, 0.000713, 0.000905, 0.000683, 0.001851, 0.000316, 0.000516, 0.000657, 0.001003, 0.000774, 0.000023]"
doc_01409,Lok lok tok sesi yardim,unknown,12,NA,none,"[0.002495, 0.000984, 0.001840, 0.003460, 0.061220, 0.002866, 0.001722, 0.001920, 0.003433, 0.001376, 0.002738, 0.902321, 0.001783, 0.004074, 0.000474, 0.001631, 0.001538, 0.001555, 0.002481, 0.000088]"
doc_01410,Luqui Moly ile Bakim,1.4_TSI,14,4000,medium,"[0.015737, 0.001788, 0.004946, 0.003944, 0.064312, 0.010878, 0.021355, 0.010068, 0.012463, 0.002383, 0.009775, 0.005547, 0.006022, 0.790651, 0.006245, 0.007716, 0.004092, 0.017856, 0.003869, 0.000352]"
doc_01411,MFA ekrani Almanca Oldu,unknown,8,NA,none,"[0.001269, 0.000476, 0.000659, 0.001217, 0.003961, 0.000818, 0.002813, 0.977371, 0.000608, 0.000464, 0.001449, 0.000558, 0.000969, 0.001230, 0.000409, 0.002886, 0.001241, 0.000982, 0.000584, 0.000036]"
doc_01412,MIB2 Ekran Geri Gorus Sorunu,unknown,12,NA,none,"[0.000501, 0.000416, 0.001010, 0.001219, 0.002228, 0.001375, 0.001045, 0.001124, 0.001021, 0.000677, 0.001721, 0.950516, 0.001272, 0.001605, 0.000895, 0.029008, 0.000775, 0.002416, 0.000722, 0.000455]"
doc_01413,MIB2 Standart Takilma Sorunu,unknown,2,NA,none,"[0.000113, 0.990325, 0.000547, 0.000596, 0.000219, 0.000243, 0.000546, 0.000345, 0.000114, 0.001024, 0.000534, 0.000185, 0.000219, 0.000189, 0.000787, 0.001931, 0.000426, 0.001031, 0.000475, 0.000149]"
doc_01414,MINI STEPNE,unknown,7,NA,none,"[0.000716, 0.000651, 0.001475, 0.001463, 0.003183, 0.001298, 0.975608, 0.001000, 0.001731, 0.000937, 0.002278, 0.000761, 0.000889, 0.001945, 0.001013, 0.001656, 0.001111, 0.001486, 0.000692, 0.000104]"
doc_01415,MK7 MOTOR ARIZASI IKAZ LAMBASI,unknown,1,NA,none,"[0.936497, 0.000762, 0.003779, 0.002364, 0.013000, 0.002895, 0.002263, 0.003382, 0.002573, 0.001269, 0.005633, 0.001794, 0.002002, 0.005787, 0.003885, 0.001860, 0.003107, 0.003369, 0.003398, 0.000379]"
doc_01416,MOBIL1 yag Sahte mi-Orijinal mi?,1.4_TSI,11,NA,none,"[0.000776, 0.000885, 0.000796, 0.002026, 0.001079, 0.000625, 0.000810, 0.000556, 0.000358, 0.000892, 0.981215, 0.000730, 0.000320, 0.000715, 0.000230, 0.003403, 0.001111, 0.001253, 0.001959, 0.000259]"
doc_01417,Madrid Jantlar ve Beyaz Solucan Korozyonu,unknown,15,NA,none,"[0.000317, 0.002017, 0.000154, 0.000527, 0.000134, 0.000505, 0.000290, 0.000328, 0.000611, 0.019356, 0.000463, 0.000154, 0.000604, 0.000616, 0.717567, 0.003684, 0.000754, 0.248959, 0.000587, 0.002374]"
doc_01418,Makyaj aynasi,unknown,12,NA,none,"[0.003647, 0.001715, 0.004632, 0.005532, 0.010690, 0.006528, 0.004776, 0.003186, 0.005779, 0.004023, 0.006158, 0.706358, 0.005865, 0.007231, 0.007413, 0.007518, 0.005518, 0.198985, 0.004094, 0.000352]"
doc_01419,Manuel 1.4 Tsi Golf 7 hangi aku secilmeli?,1.4_TSI,20,NA,none,"[0.000155, 0.001052, 0.000996, 0.000846, 0.000104, 0.000738, 0.000289, 0.000096, 0.000207, 0.001773, 0.001604, 0.000448, 0.000569, 0.000085, 0.004012, 0.003515, 0.000696, 0.342967, 0.000762, 0.639085]"
doc_01420,Manuel aracta debriyaj kavrama noktasi,1.2_TSI,17,24000,high,"[0.000211, 0.002393, 0.000110, 0.000511, 0.000302, 0.000364, 0.000201, 0.000651, 0.000308, 0.001138, 0.001860, 0.000081, 0.000270, 0.000252, 0.001256, 0.002419, 0.974361, 0.011427, 0.000288, 0.001600]"
doc_01421,Manuel golf 7 vites gecislerinde gurc sesi,unknown,3,NA,none,"[0.000319, 0.000362, 0.972757, 0.000328, 0.000397, 0.000484, 0.000337, 0.000570, 0.000534, 0.000292, 0.015538, 0.000440, 0.000190, 0.000504, 0.000588, 0.001583, 0.000344, 0.001792, 0.001114, 0.001528]"
doc_01422,Manuel sanziman kendi kendine vites dusurme sorunu,1.4_TSI,14,5000,high,"[0.001209, 0.000367, 0.001617, 0.001157, 0.004823, 0.001289, 0.001453, 0.000726, 0.001245, 0.000574, 0.004506, 0.001035, 0.001063, 0.973579, 0.000887, 0.001559, 0.000549, 0.001426, 0.000852, 0.000084]"
doc_01423,Manuel sanzuman ses sorunu,1.2_TSI,6,82000,medium,"[0.001493, 0.002812, 0.047345, 0.002765, 0.002725, 0.862053, 0.001859, 0.005025, 0.003039, 0.004891, 0.010440, 0.004798, 0.001089, 0.002152, 0.006883, 0.007028, 0.001945, 0.011772, 0.010450, 0.009436]"
doc_01424,Mars Almama Problemi,1.6_TDI,11,208000,high,"[0.001019, 0.000525, 0.137095, 0.001529, 0.001159, 0.002481, 0.001712, 0.002959, 0.002066, 0.000869, 0.807527, 0.002350, 0.000619, 0.003378, 0.001282, 0.016397, 0.001346, 0.002816, 0.003574, 0.009297]"
doc_01425,Mars Sistemi Arizali,unknown,14,NA,none,"[0.003132, 0.000322, 0.000995, 0.001652, 0.008752, 0.001364, 0.002906, 0.000733, 0.001483, 0.000321, 0.374774, 0.001724, 0.001131, 0.597125, 0.000110, 0.000356, 0.000972, 0.000705, 0.001418, 0.000025]"
doc_01426,Mars basinca vuruntu sesi,1.6_TDI,19,240000,medium,"[0.003857, 0.001264, 0.003233, 0.004161, 0.006315, 0.002543, 0.001201, 0.001242, 0.004114, 0.001361, 0.001956, 0.002118, 0.002115, 0.002376, 0.000723, 0.000538, 0.001016, 0.001742, 0.958030, 0.000097]"
doc_01427,Mars sistemi arizali. Servis! Arizasi,1.6_TDI,18,10000,high,"[0.018526, 0.000855, 0.044948, 0.015967, 0.105879, 0.165135, 0.037780, 0.016085, 0.077379, 0.007372, 0.019714, 0.017715, 0.008885, 0.028859, 0.013562, 0.020152, 0.002676, 0.355214, 0.042948, 0.000351]"
doc_01428,Marsa basinca teyp gidip geliyor..,unknown,13,NA,none,"[0.001679, 0.001225, 0.002575, 0.002086, 0.006868, 0.001735, 0.001236, 0.001502, 0.002212, 0.000849, 0.001367, 0.001992, 0.964874, 0.002183, 0.000630, 0.000948, 0.000892, 0.002420, 0.002654, 0.000073]"
doc_01429,Marspiyel Hasarini Aero Marspiyel Kapatir mi?,unknown,12,NA,none,"[0.009798, 0.004624, 0.013537, 0.017772, 0.063531, 0.011208, 0.006760, 0.004759, 0.022623, 0.006188, 0.011905, 0.527028, 0.007374, 0.254464, 0.003091, 0.006757, 0.004206, 0.009125, 0.014922, 0.000328]"
doc_01430,Marspiyel ve sol kapi gocuk,unknown,14,NA,none,"[0.000961, 0.000504, 0.002033, 0.000984, 0.003369, 0.001905, 0.001214, 0.000522, 0.001012, 0.000633, 0.003327, 0.001383, 0.001410, 0.973047, 0.001970, 0.001665, 0.000508, 0.001952, 0.001091, 0.000506]"
doc_01431,Masaj Koltuklu Sasi veya Akim Semasi Lazim,unknown,9,NA,none,"[0.001135, 0.002211, 0.330431, 0.001478, 0.001887, 0.002754, 0.001328, 0.001382, 0.402984, 0.002772, 0.004884, 0.002578, 0.000696, 0.001208, 0.004950, 0.006644, 0.001167, 0.004772, 0.015285, 0.209453]"
doc_01432,Mazot borusu,unknown,8,NA,none,"[0.000412, 0.003925, 0.000556, 0.002328, 0.000740, 0.000641, 0.000833, 0.936135, 0.000094, 0.003134, 0.003187, 0.000572, 0.000683, 0.000203, 0.001783, 0.037714, 0.001529, 0.003778, 0.000888, 0.000865]"
doc_01433,Mazot kokusu,unknown,6,NA,none,"[0.000057, 0.000112, 0.000415, 0.000124, 0.000143, 0.995812, 0.000079, 0.000192, 0.000118, 0.000219, 0.000420, 0.000215, 0.000041, 0.000099, 0.000379, 0.000232, 0.000084, 0.000464, 0.000296, 0.000498]"
doc_01434,Mazot kokusu (kacak),1.6_TDI,5,NA,none,"[0.001969, 0.000361, 0.002109, 0.001447, 0.980384, 0.002003, 0.000656, 0.001507, 0.001790, 0.000426, 0.000761, 0.001308, 0.000554, 0.001987, 0.000155, 0.000554, 0.000849, 0.000304, 0.000838, 0.000037]"
doc_01435,Media okuma sorunu,1.4_TSI,1,NA,none,"[0.911974, 0.001295, 0.005694, 0.005302, 0.027618, 0.004052, 0.001909, 0.003427, 0.005268, 0.002012, 0.004382, 0.003291, 0.002288, 0.005833, 0.001822, 0.001153, 0.002649, 0.002243, 0.007606, 0.000182]"
doc_01436,Mekatronikle Ilgili Nasil Bir Yol Izlemeliyim?,1.6_TDI,19,60000,range,"[0.011530, 0.000373, 0.009531, 0.006247, 0.034549, 0.023123, 0.007927, 0.006249, 0.027600, 0.002665, 0.009202, 0.007755, 0.002725, 0.009465, 0.003511, 0.003214, 0.000658, 0.017735, 0.815752, 0.000189]"
doc_01437,Mercek Far Motor Arizasi,unknown,12,NA,none,"[0.002120, 0.000993, 0.001768, 0.003778, 0.009169, 0.002826, 0.002819, 0.001829, 0.002890, 0.001648, 0.004044, 0.940931, 0.002300, 0.005900, 0.002069, 0.003908, 0.002123, 0.006303, 0.002334, 0.000248]"
doc_01438,Merceklerde aydinlatma olayi herkezin gormesi lazim bu konuyu,unknown,14,NA,none,"[0.001316, 0.000442, 0.001903, 0.001297, 0.009484, 0.001545, 0.001666, 0.000803, 0.001498, 0.000726, 0.002747, 0.001212, 0.001159, 0.968450, 0.000992, 0.001680, 0.000610, 0.001502, 0.000875, 0.000093]"
doc_01439,Merhaba,unknown,5,NA,none,"[0.004642, 0.001028, 0.006588, 0.004370, 0.944489, 0.004999, 0.002080, 0.003906, 0.005503, 0.001228, 0.002431, 0.003216, 0.001612, 0.005927, 0.000451, 0.001504, 0.002321, 0.001044, 0.002565, 0.000095]"
doc_01440,Merhabalar golf 7 sogutma sivisini kontrol edin uyarisi,unknown,8,NA,none,"[0.001027, 0.000366, 0.000508, 0.001017, 0.003204, 0.000618, 0.000936, 0.983888, 0.000451, 0.000315, 0.001065, 0.000452, 0.000721, 0.000920, 0.000297, 0.001883, 0.000985, 0.000846, 0.000474, 0.000026]"
doc_01441,Merkezi Kilit Sorunu,unknown,1,NA,none,"[0.907095, 0.002195, 0.003384, 0.003874, 0.033274, 0.003537, 0.005643, 0.003307, 0.005097, 0.002484, 0.003509, 0.003116, 0.002557, 0.005693, 0.001446, 0.000427, 0.003799, 0.002480, 0.007012, 0.000071]"
doc_01442,Mib2 Ambians aydinlatma menusu acilmiyor,unknown,8,NA,none,"[0.324382, 0.000438, 0.001059, 0.000873, 0.026561, 0.001086, 0.000547, 0.634394, 0.000458, 0.000411, 0.001491, 0.000754, 0.000810, 0.000839, 0.001023, 0.001598, 0.001211, 0.000845, 0.000847, 0.000372]"
doc_01443,Mib2 Video Oynatma Sorunu,unknown,7,NA,none,"[0.003012, 0.000887, 0.001519, 0.001499, 0.021012, 0.003172, 0.896903, 0.002890, 0.004070, 0.001106, 0.003085, 0.001571, 0.001722, 0.046746, 0.002077, 0.002377, 0.001533, 0.003627, 0.001051, 0.000140]"
doc_01444,Midline Araca Kapi Ambiyansi Yapilir mi?,unknown,4,NA,none,"[0.000335, 0.000275, 0.000512, 0.987635, 0.001206, 0.000895, 0.000780, 0.000499, 0.000585, 0.000367, 0.000962, 0.000657, 0.000515, 0.000561, 0.000465, 0.000804, 0.000435, 0.001474, 0.000803, 0.000236]"
doc_01445,Midline Plus araca sonradan takilan Orijinal U Led far yukseklik ayari hk.,unknown,7,80000,range,"[0.007858, 0.002999, 0.082891, 0.002812, 0.013543, 0.002269, 0.860628, 0.001364, 0.004163, 0.002097, 0.002333, 0.001363, 0.001936, 0.003542, 0.000658, 0.000969, 0.002390, 0.003313, 0.002825, 0.000046]"
doc_01446,Midline plus Gateway beyni nerde,unknown,6,NA,none,"[0.000223, 0.000126, 0.000071, 0.000146, 0.000646, 0.996500, 0.000371, 0.000077, 0.000115, 0.000081, 0.000189, 0.000145, 0.000142, 0.000175, 0.000190, 0.000075, 0.000143, 0.000369, 0.000144, 0.000072]"
doc_01447,Mi̇b 2.5 Di̇scovery Pro Harman Uni̇te ve Hi̇gh Geri̇ Gorus Montaj Sonrasi Park Yardimi Sorunu,unknown,6,NA,none,"[0.001262, 0.000779, 0.000981, 0.001102, 0.002401, 0.873383, 0.002017, 0.000566, 0.001301, 0.000794, 0.001005, 0.001188, 0.001394, 0.001596, 0.101283, 0.001187, 0.000938, 0.003607, 0.001483, 0.001734]"
doc_01448,Mk7 Arka Silecek Kolu ve Silgisi,unknown,18,NA,none,"[0.000451, 0.000664, 0.335403, 0.000875, 0.000307, 0.001351, 0.000485, 0.001090, 0.001272, 0.001214, 0.010369, 0.001310, 0.000771, 0.000684, 0.004160, 0.004214, 0.001178, 0.630330, 0.001984, 0.001887]"
