doc_name,thread_name,engine_group,dominant_topic,mileage_mentioned,mileage_confidence,gamma_vector
doc_00080,200 bin km golf 7 1.6 tdi alinir mi,1.6_TDI,15,200000,medium,"[0.000138, 0.000104, 0.000610, 0.000059, 0.000037, 0.000181, 0.000080, 0.000125, 0.000193, 0.000353, 0.000125, 0.000207, 0.000071, 0.000092, 0.995138, 0.000117, 0.000087, 0.000825, 0.000359, 0.001097]"
doc_00081,2012 Golf 7 Xenon Far Otomatik Ayar Hakkinda,unknown,3,NA,none,"[0.363109, 0.001174, 0.600340, 0.001517, 0.012188, 0.001361, 0.000993, 0.001153, 0.002383, 0.000579, 0.001933, 0.000814, 0.001280, 0.002100, 0.000812, 0.001061, 0.001220, 0.002075, 0.003789, 0.000119]"
doc_00082,2012 Model Golf 7 Sorunu,unknown,15,15000,high,"[0.000629, 0.000214, 0.000398, 0.000250, 0.000499, 0.000625, 0.000490, 0.000150, 0.000604, 0.000343, 0.000162, 0.000378, 0.000601, 0.000494, 0.990764, 0.000253, 0.000347, 0.001766, 0.000508, 0.000525]"
doc_00083,2013 1.4 Tsi Dsg Motor Yag Cesidi ve Oneri,1.4_TSI,7,NA,none,"[0.000513, 0.007280, 0.001321, 0.005420, 0.001261, 0.001135, 0.562424, 0.001401, 0.000689, 0.369939, 0.004875, 0.000974, 0.000680, 0.001187, 0.004888, 0.023955, 0.002740, 0.006661, 0.001766, 0.000890]"
doc_00084,2013 Golf 7 Otomatik Vites Sorunu,unknown,3,92000,high,"[0.000720, 0.000295, 0.756115, 0.000807, 0.001192, 0.001284, 0.000796, 0.000289, 0.000987, 0.000113, 0.075869, 0.000590, 0.001063, 0.001062, 0.000791, 0.001516, 0.001050, 0.154153, 0.000861, 0.000447]"
doc_00085,2013 Golf 7 Servis Hemen Uyarisi,unknown,4,NA,none,"[0.013337, 0.005222, 0.010604, 0.541399, 0.041465, 0.196681, 0.012380, 0.005561, 0.090162, 0.005343, 0.011547, 0.008991, 0.005220, 0.015345, 0.002626, 0.005526, 0.005262, 0.009395, 0.013485, 0.000449]"
doc_00086,2013 Golf SD kart okumuyor,unknown,6,NA,none,"[0.003695, 0.001148, 0.000886, 0.001673, 0.012357, 0.953075, 0.005800, 0.001193, 0.001906, 0.000915, 0.002423, 0.001174, 0.001257, 0.003942, 0.001220, 0.000698, 0.001809, 0.003400, 0.001321, 0.000109]"
doc_00087,2013 Highline Golf 7 Viraj Aydinlatma Hatasi,unknown,5,NA,none,"[0.010903, 0.001674, 0.008981, 0.007005, 0.907558, 0.008531, 0.003173, 0.005497, 0.008478, 0.002100, 0.003973, 0.005462, 0.002850, 0.010201, 0.000844, 0.002399, 0.003599, 0.001877, 0.004738, 0.000159]"
doc_00088,2013 MK 7 Auto Hold Birakmiyor,1.2_TSI,18,144000,high,"[0.000117, 0.001815, 0.000242, 0.000661, 0.000091, 0.000432, 0.000139, 0.000265, 0.000397, 0.000844, 0.001148, 0.000102, 0.000595, 0.000370, 0.002371, 0.003077, 0.000574, 0.985302, 0.000430, 0.001028]"
doc_00089,2013 golf 7 comfort multimedya?,unknown,10,NA,none,"[0.026221, 0.004836, 0.007321, 0.008268, 0.303817, 0.008532, 0.132045, 0.005529, 0.011861, 0.424927, 0.002943, 0.006883, 0.005038, 0.025411, 0.002251, 0.001914, 0.008572, 0.004759, 0.008749, 0.000126]"
doc_00090,2013 golf 7 sineklik citasi kirildi,unknown,3,NA,none,"[0.002226, 0.001383, 0.961078, 0.002009, 0.010428, 0.001335, 0.001455, 0.000807, 0.003999, 0.000490, 0.001329, 0.000812, 0.001408, 0.002523, 0.000351, 0.001868, 0.000960, 0.002785, 0.002688, 0.000065]"
doc_00091,2013 golf 7 star stop hata epec lambasi yakma nedeni,1.2_TSI,8,NA,none,"[0.002034, 0.016560, 0.000435, 0.003837, 0.004708, 0.001533, 0.001593, 0.886995, 0.001444, 0.003252, 0.011821, 0.000322, 0.001539, 0.004125, 0.002192, 0.041587, 0.003877, 0.008857, 0.001683, 0.001608]"
doc_00092,2013 golf aydinlatma arizasi,unknown,11,NA,none,"[0.165315, 0.000772, 0.003296, 0.004860, 0.018349, 0.003964, 0.003033, 0.002996, 0.004469, 0.001134, 0.455349, 0.304716, 0.003585, 0.012538, 0.000792, 0.002007, 0.003588, 0.002833, 0.006093, 0.000311]"
doc_00093,2013 golf frene basinca gelen ses,unknown,16,NA,none,"[0.000560, 0.000355, 0.004189, 0.002361, 0.001798, 0.002189, 0.001998, 0.002102, 0.002788, 0.001421, 0.001867, 0.002865, 0.002645, 0.001747, 0.002118, 0.850196, 0.001784, 0.115938, 0.000719, 0.000361]"
doc_00094,2013 highline 1.6 tdi far sorunu,1.6_TDI,5,NA,none,"[0.010257, 0.003933, 0.034415, 0.007995, 0.466055, 0.375613, 0.002113, 0.014565, 0.010657, 0.008617, 0.010747, 0.013677, 0.001106, 0.006710, 0.002876, 0.004200, 0.003822, 0.003488, 0.016912, 0.002243]"
doc_00095,2013 tdi CLH motor enjektor diplerinde yaglanma,1.6_TDI,20,150000,medium,"[0.000069, 0.000055, 0.000525, 0.000066, 0.000052, 0.000200, 0.000047, 0.000075, 0.000128, 0.000164, 0.000310, 0.000173, 0.000047, 0.000041, 0.000454, 0.000106, 0.000051, 0.000113, 0.000288, 0.997036]"
doc_00096,2014 1.2 tsi golf motor rektefiye hk.,1.2_TSI,2,114000,medium,"[0.000999, 0.945987, 0.000751, 0.002851, 0.002010, 0.001464, 0.001702, 0.003425, 0.002136, 0.002738, 0.003872, 0.000276, 0.001430, 0.003927, 0.003228, 0.009293, 0.001809, 0.007769, 0.001958, 0.002374]"
doc_00097,2014 1.6 Tdi manuel yakit tuketimi,1.6_TDI,12,NA,none,"[0.000126, 0.000300, 0.000815, 0.000331, 0.000183, 0.000446, 0.000161, 0.000606, 0.000272, 0.000946, 0.000938, 0.988846, 0.000156, 0.000236, 0.000886, 0.001108, 0.000230, 0.001377, 0.000766, 0.001270]"
doc_00098,2014 1.6 tdi cay inleme sesi,1.6_TDI,14,NA,none,"[0.001054, 0.001370, 0.008730, 0.001453, 0.001571, 0.002707, 0.001232, 0.003637, 0.002246, 0.004261, 0.005781, 0.011542, 0.001091, 0.835381, 0.068985, 0.035844, 0.000646, 0.004549, 0.002987, 0.004932]"
doc_00099,2014 Golf 7 65 bin km'de triger seti degismeli mi?,1.2_TSI,20,180000,high,"[0.000175, 0.000547, 0.000035, 0.000106, 0.000074, 0.000187, 0.000075, 0.000051, 0.000180, 0.000288, 0.000287, 0.000031, 0.000147, 0.000151, 0.334531, 0.000368, 0.000101, 0.000840, 0.000225, 0.661603]"
doc_00100,2014 Golf 7 Unite yazilim guncellemesi,unknown,13,NA,none,"[0.001297, 0.001081, 0.002099, 0.001969, 0.005037, 0.001362, 0.001118, 0.001351, 0.001814, 0.000748, 0.001253, 0.001880, 0.969935, 0.002025, 0.000529, 0.000810, 0.000751, 0.002110, 0.002769, 0.000062]"
doc_00101,2014 Midline Hiz Sabitleyici Aktivasyon Sorunu,unknown,13,NA,none,"[0.001605, 0.001046, 0.002495, 0.001829, 0.006357, 0.001489, 0.001102, 0.001313, 0.001761, 0.000752, 0.001336, 0.001726, 0.968004, 0.002077, 0.000578, 0.000831, 0.000816, 0.002315, 0.002501, 0.000068]"
doc_00102,2014 Model Golf 7 Comfortline Aracimin Kisa Far Ampul Degisimi,unknown,14,NA,none,"[0.100333, 0.000578, 0.002912, 0.001218, 0.249347, 0.002770, 0.000962, 0.001526, 0.001323, 0.000958, 0.003190, 0.001753, 0.001309, 0.623027, 0.002511, 0.001633, 0.001052, 0.001334, 0.001343, 0.000921]"
doc_00103,2014 Model Golf 7 Havalandirma Izgarasi Yon Tusu,unknown,3,1000,medium,"[0.007667, 0.002352, 0.931929, 0.001440, 0.015073, 0.001580, 0.007500, 0.001231, 0.003315, 0.000669, 0.003249, 0.000649, 0.002221, 0.006222, 0.001268, 0.002077, 0.002397, 0.006949, 0.002093, 0.000117]"
doc_00104,2014 golf 1.2tsi Sanzuman Uzerinde Lekeler,1.2_TSI,14,NA,none,"[0.002477, 0.368519, 0.001876, 0.005958, 0.007004, 0.002592, 0.001640, 0.004206, 0.003991, 0.004975, 0.006711, 0.000884, 0.002161, 0.552826, 0.002064, 0.019951, 0.001218, 0.005777, 0.003841, 0.001329]"
doc_00105,2014 golf 7 comfortline 1.6 tdi aracimda yagmur sensoru aktif olmuyor neden,1.6_TDI,12,NA,none,"[0.007796, 0.007771, 0.036088, 0.014860, 0.034072, 0.133484, 0.004197, 0.017669, 0.013206, 0.019041, 0.025373, 0.513005, 0.003463, 0.107687, 0.005739, 0.009055, 0.003894, 0.009407, 0.031356, 0.002838]"
doc_00106,2014 golf 7 highline aracimda far ayari hatasi aliyorum,unknown,9,NA,none,"[0.005917, 0.001918, 0.008228, 0.005407, 0.145712, 0.004901, 0.003669, 0.002393, 0.789301, 0.002177, 0.003240, 0.003684, 0.002150, 0.005340, 0.001354, 0.002860, 0.002720, 0.002846, 0.005989, 0.000194]"
doc_00107,2015  COMFORTLINE LED STOP  YANMAMAZLIK DURUMU,unknown,5,NA,none,"[0.185655, 0.004620, 0.014821, 0.291446, 0.351449, 0.014830, 0.011133, 0.014093, 0.019257, 0.005685, 0.014841, 0.013540, 0.007155, 0.013489, 0.002629, 0.005434, 0.007907, 0.006466, 0.015089, 0.000460]"
doc_00108,2015 1.4 tsi aracimin benzin gosterge sorunu,1.4_TSI,16,NA,none,"[0.001208, 0.009657, 0.006746, 0.010189, 0.003424, 0.002552, 0.006227, 0.005485, 0.001688, 0.017330, 0.018097, 0.002588, 0.001975, 0.002687, 0.007191, 0.864068, 0.004692, 0.029686, 0.003080, 0.001432]"
doc_00109,2015 GOLF 7 BAGAJ STEPNE SU ALMA SORUNU,unknown,19,NA,none,"[0.030590, 0.008510, 0.007839, 0.013295, 0.049150, 0.008454, 0.014578, 0.005121, 0.015834, 0.006815, 0.006208, 0.007835, 0.010296, 0.010767, 0.002254, 0.000900, 0.006037, 0.006918, 0.788449, 0.000149]"
doc_00110,2015 GOLF 7-- Bluetooth sorunu -- LUTFEN YARDIM,1.6_TDI,18,NA,none,"[0.000227, 0.000206, 0.003831, 0.000734, 0.000176, 0.000756, 0.000276, 0.000805, 0.000920, 0.001085, 0.001341, 0.000935, 0.000349, 0.000425, 0.001695, 0.000969, 0.000705, 0.982958, 0.001467, 0.000140]"
doc_00111,2015 GOLF BAGAJ STEPNE SU ALMA SORUNU,unknown,4,NA,none,"[0.012544, 0.005821, 0.014944, 0.749008, 0.057895, 0.014952, 0.011258, 0.009547, 0.021901, 0.006994, 0.010743, 0.012663, 0.007788, 0.015745, 0.002169, 0.006335, 0.006960, 0.010834, 0.021583, 0.000314]"
doc_00112,2015 Golf 1.6 TDI ELEKTRONIK PARK FRENI ARIZASI,1.6_TDI,19,NA,none,"[0.004321, 0.000693, 0.006063, 0.002606, 0.010227, 0.002252, 0.000543, 0.002786, 0.002868, 0.001941, 0.047221, 0.002689, 0.000484, 0.001778, 0.000656, 0.000575, 0.000856, 0.001061, 0.909719, 0.000661]"
doc_00113,2015 Golf 7 Aracimda Kaput Kapanmiyor,unknown,10,NA,none,"[0.004591, 0.001297, 0.001020, 0.002646, 0.010376, 0.002554, 0.017407, 0.001891, 0.003219, 0.928038, 0.000972, 0.002244, 0.002476, 0.005334, 0.002521, 0.001448, 0.004360, 0.005143, 0.002358, 0.000103]"
doc_00114,2015 Golf 7 Highline,unknown,17,NA,none,"[0.010847, 0.006048, 0.139687, 0.015531, 0.277892, 0.011505, 0.008670, 0.008428, 0.014681, 0.004890, 0.008327, 0.007681, 0.006740, 0.009898, 0.001807, 0.008019, 0.441457, 0.009074, 0.008503, 0.000313]"
doc_00115,"2015 Golf 7 tekleme sorunu, usta buji ateslemiyor dedi?",unknown,15,NA,none,"[0.000939, 0.000366, 0.002361, 0.000847, 0.003632, 0.001665, 0.001500, 0.001583, 0.002869, 0.001039, 0.000662, 0.001684, 0.001548, 0.002165, 0.572606, 0.397853, 0.000957, 0.004172, 0.000612, 0.000940]"
doc_00116,2015 model comfort araca 2013 model midline sag aynasi olurmu,unknown,14,NA,none,"[0.057950, 0.005485, 0.011141, 0.013587, 0.068780, 0.016824, 0.021240, 0.012230, 0.028692, 0.005571, 0.010510, 0.012665, 0.012455, 0.440196, 0.004901, 0.003646, 0.004814, 0.017068, 0.251924, 0.000321]"
doc_00117,2016 - Golf 7 Taban koruma Plastigi Hak.,unknown,14,NA,none,"[0.000904, 0.000293, 0.001204, 0.000789, 0.004077, 0.000944, 0.001003, 0.000542, 0.000971, 0.000480, 0.002250, 0.000774, 0.000784, 0.981038, 0.000722, 0.001080, 0.000390, 0.001071, 0.000624, 0.000060]"
doc_00118,2016 Golf -> Yetkili Servis VS Ozel servis & Sanayi,1.6_TDI,15,32000,medium,"[0.000204, 0.000153, 0.000685, 0.000094, 0.000057, 0.000279, 0.000120, 0.000248, 0.000313, 0.000498, 0.000163, 0.000324, 0.000109, 0.000133, 0.993515, 0.000187, 0.000135, 0.001268, 0.000543, 0.000971]"
doc_00119,2016 Golf 1.2 TSI Manuel - Epc Arizasi,1.2_TSI,2,100000,medium,"[0.000269, 0.772529, 0.000858, 0.001415, 0.000578, 0.001086, 0.000867, 0.001887, 0.001234, 0.001515, 0.002006, 0.000336, 0.001074, 0.001553, 0.002122, 0.197614, 0.000798, 0.006138, 0.000782, 0.005339]"
doc_00120,2016 Golf 1.2 Tsi termostat arizasi,1.2_TSI,15,10000,medium,"[0.321318, 0.008208, 0.000417, 0.001187, 0.001375, 0.001397, 0.000534, 0.001829, 0.001201, 0.002594, 0.003831, 0.000267, 0.001129, 0.002305, 0.620817, 0.004412, 0.001615, 0.009879, 0.002687, 0.012998]"
doc_00121,2016 Golf 1.4 TSI DSG - 1. ve 2. Vites Gecislerinde Gelen Ses,1.4_TSI,10,NA,none,"[0.000275, 0.001681, 0.000772, 0.001765, 0.000317, 0.000535, 0.001111, 0.000442, 0.000310, 0.761601, 0.001190, 0.000590, 0.000521, 0.000457, 0.003501, 0.007649, 0.001747, 0.214262, 0.001021, 0.000253]"
doc_00122,2016 Golf 7 Kalorifer Arizasi,unknown,10,NA,none,"[0.000977, 0.000307, 0.000559, 0.002519, 0.002312, 0.000966, 0.001905, 0.000808, 0.001233, 0.976780, 0.000428, 0.001213, 0.000772, 0.002071, 0.001125, 0.001350, 0.001403, 0.001731, 0.001442, 0.000099]"
doc_00123,2016 Golf 7 Yag Degisimi Hemen! Uyarisi,unknown,14,4100,high,"[0.000472, 0.000274, 0.000910, 0.000545, 0.001643, 0.000951, 0.000591, 0.000272, 0.000542, 0.000417, 0.001467, 0.000759, 0.000764, 0.986243, 0.001070, 0.000916, 0.000256, 0.001110, 0.000536, 0.000262]"
doc_00124,2016 dsg golf ugultu,1.4_TSI,15,NA,none,"[0.000431, 0.001389, 0.000392, 0.000594, 0.000260, 0.000333, 0.000632, 0.000227, 0.000236, 0.002119, 0.000741, 0.000239, 0.000300, 0.000325, 0.980759, 0.003200, 0.000541, 0.006063, 0.000645, 0.000573]"
doc_00125,2016 golf7 cxx kodlu motor,1.6_TDI,9,NA,none,"[0.000155, 0.000438, 0.003984, 0.000625, 0.000426, 0.000723, 0.000405, 0.000772, 0.972961, 0.001084, 0.001514, 0.001280, 0.000150, 0.000367, 0.001560, 0.008104, 0.000372, 0.001797, 0.001685, 0.001598]"
doc_00126,2017 Golf 1.6 Tdi Yan Ayna Bazen Asagi Inmiyor,1.6_TDI,6,NA,none,"[0.000825, 0.000924, 0.006998, 0.002065, 0.001919, 0.848362, 0.001113, 0.002495, 0.001970, 0.003614, 0.004202, 0.002323, 0.000613, 0.001575, 0.003642, 0.002381, 0.001561, 0.109426, 0.002992, 0.000999]"
doc_00127,2017 model Polo 819  unite,unknown,4,NA,none,"[0.005772, 0.001906, 0.001601, 0.935229, 0.017819, 0.002725, 0.006031, 0.002302, 0.004533, 0.002133, 0.002151, 0.002663, 0.001643, 0.003161, 0.000360, 0.000546, 0.002130, 0.002608, 0.004657, 0.000030]"
doc_00128,2020 Golf aracta sag arka koltuk tarafindan gelen bir citirdi sesi ?,unknown,13,NA,none,"[0.000552, 0.000412, 0.000884, 0.000667, 0.001966, 0.000676, 0.000871, 0.000729, 0.000643, 0.000305, 0.001029, 0.000585, 0.984630, 0.001315, 0.000678, 0.000782, 0.000483, 0.001884, 0.000823, 0.000085]"
doc_00129,2026 Ekran cezasi,unknown,5,NA,none,"[0.030900, 0.008851, 0.009802, 0.122980, 0.510024, 0.017004, 0.191249, 0.010646, 0.016998, 0.007959, 0.009468, 0.010211, 0.006945, 0.014896, 0.001716, 0.002349, 0.010643, 0.006035, 0.011167, 0.000156]"
doc_00130,2200-2500 Devirde Gelen Trim Ses,1.6_TDI,2,69000,high,"[0.000062, 0.993305, 0.001389, 0.000224, 0.000066, 0.000339, 0.000206, 0.000502, 0.000250, 0.000331, 0.000161, 0.000465, 0.000145, 0.000115, 0.000514, 0.000218, 0.000163, 0.000430, 0.000711, 0.000404]"
doc_00131,3 bin devir,unknown,3,5000,range,"[0.002181, 0.001463, 0.964276, 0.002350, 0.008128, 0.001316, 0.001387, 0.000858, 0.003079, 0.000487, 0.001250, 0.000897, 0.001378, 0.002184, 0.000336, 0.001911, 0.000936, 0.002960, 0.002562, 0.000059]"
doc_00132,3.5 vs orjinal yay,unknown,6,3000,medium,"[0.000640, 0.000399, 0.000544, 0.000907, 0.002941, 0.987636, 0.000702, 0.000355, 0.000876, 0.000338, 0.000544, 0.000582, 0.000408, 0.000749, 0.000204, 0.000323, 0.000372, 0.000667, 0.000776, 0.000037]"
doc_00133,3.Fren Lambasi Hatasi,unknown,4,NA,none,"[0.003599, 0.002685, 0.006428, 0.868264, 0.011653, 0.008617, 0.007424, 0.004916, 0.007039, 0.003450, 0.010105, 0.006679, 0.005407, 0.005834, 0.005649, 0.008533, 0.005755, 0.018205, 0.007392, 0.002366]"
doc_00134,360 derece ses ozelligi,unknown,6,NA,none,"[0.013553, 0.008286, 0.027793, 0.054484, 0.089623, 0.422510, 0.012971, 0.009442, 0.222894, 0.007333, 0.015291, 0.016685, 0.012556, 0.018331, 0.004403, 0.010935, 0.008845, 0.016715, 0.026614, 0.000735]"
doc_00135,3Q0 035 819 B Delphi MIB2 STD /Golf 7,unknown,9,NA,none,"[0.003388, 0.001466, 0.001729, 0.002312, 0.009980, 0.002301, 0.032978, 0.001056, 0.920355, 0.001587, 0.003271, 0.001105, 0.001427, 0.004913, 0.002140, 0.001577, 0.002173, 0.004004, 0.002106, 0.000133]"
doc_00136,4 ariza lambasi birden yaniyor,unknown,17,NA,none,"[0.000902, 0.000174, 0.000762, 0.000686, 0.001561, 0.000927, 0.000871, 0.000698, 0.000657, 0.000281, 0.091385, 0.000753, 0.000610, 0.000859, 0.000482, 0.000805, 0.894899, 0.001727, 0.000557, 0.000403]"
doc_00137,4. yas bakimda Buji degisimi gereklimidir.,1.4_TSI,20,24500,high,"[0.000046, 0.000219, 0.000110, 0.000122, 0.000042, 0.000132, 0.000071, 0.000021, 0.000033, 0.000273, 0.000427, 0.000070, 0.000069, 0.000020, 0.000751, 0.000822, 0.000078, 0.000258, 0.000163, 0.996273]"
doc_00138,5F0000846C Ses problemi - Cozuldu,unknown,7,NA,none,"[0.001817, 0.001670, 0.003434, 0.004385, 0.009778, 0.002902, 0.949970, 0.001826, 0.004272, 0.002210, 0.002773, 0.002177, 0.001709, 0.003147, 0.000686, 0.001654, 0.001701, 0.001511, 0.002301, 0.000077]"
doc_00139,5G0 035 867 2014 Golf 7 plaka kamera baglantisi yardim..,unknown,5,NA,none,"[0.001603, 0.000289, 0.001810, 0.001244, 0.983283, 0.001631, 0.000647, 0.001135, 0.001659, 0.000365, 0.000691, 0.001075, 0.000479, 0.001794, 0.000132, 0.000442, 0.000715, 0.000257, 0.000714, 0.000033]"
doc_00140,5GG 035 280D Hakkinda,unknown,17,NA,none,"[0.036058, 0.207498, 0.014234, 0.016962, 0.076494, 0.013901, 0.052601, 0.013010, 0.022556, 0.012686, 0.007798, 0.012544, 0.011897, 0.012901, 0.003539, 0.001918, 0.451649, 0.014946, 0.016638, 0.000170]"
doc_00141,5Q0253692A Kodlu parca,unknown,17,NA,none,"[0.002507, 0.000829, 0.002037, 0.002262, 0.007511, 0.001638, 0.001406, 0.001830, 0.002683, 0.001558, 0.002124, 0.001641, 0.001101, 0.001204, 0.000463, 0.000725, 0.964296, 0.002281, 0.001857, 0.000047]"
doc_00142,6.5 Inc Multimedyada Klima Menusunu Goremiyorum,unknown,7,NA,none,"[0.000815, 0.000453, 0.000600, 0.000676, 0.003097, 0.001678, 0.979370, 0.001128, 0.001153, 0.000465, 0.001084, 0.000798, 0.000890, 0.001558, 0.001320, 0.001190, 0.000751, 0.002229, 0.000441, 0.000302]"
doc_00143,7.5 R Donusum ve Mib 2.5 Yukseltme,unknown,4,NA,none,"[0.003195, 0.001206, 0.003860, 0.874569, 0.082580, 0.003911, 0.002428, 0.002704, 0.004808, 0.001660, 0.002290, 0.002632, 0.001432, 0.003023, 0.000413, 0.001608, 0.001783, 0.002120, 0.003694, 0.000082]"
doc_00144,7.5 far isinma,unknown,5,NA,none,"[0.025998, 0.005489, 0.017376, 0.025773, 0.299895, 0.021766, 0.109792, 0.013582, 0.118137, 0.146124, 0.089562, 0.017267, 0.012154, 0.025103, 0.003946, 0.016819, 0.016448, 0.009560, 0.024315, 0.000896]"
doc_00145,7.5 r line tampon,unknown,9,NA,none,"[0.008741, 0.002771, 0.003864, 0.004620, 0.041629, 0.003470, 0.008121, 0.001660, 0.895633, 0.002568, 0.002562, 0.002894, 0.002101, 0.004739, 0.001147, 0.001038, 0.003206, 0.003625, 0.005543, 0.000069]"
doc_00146,7.5R Tampon donusum sonrasi sorunlar,unknown,3,4000,range,"[0.001456, 0.000929, 0.976494, 0.001137, 0.006074, 0.000828, 0.000919, 0.000480, 0.002194, 0.000291, 0.000806, 0.000477, 0.000895, 0.001485, 0.000223, 0.001175, 0.000611, 0.001753, 0.001732, 0.000041]"
doc_00147,7.viteste gaz pedalinda titreme hissi,1.2_TSI,18,NA,none,"[0.000588, 0.001308, 0.000447, 0.000750, 0.000495, 0.003298, 0.001399, 0.001346, 0.003995, 0.002050, 0.002990, 0.000270, 0.000745, 0.001631, 0.205067, 0.013955, 0.000294, 0.752956, 0.002286, 0.004131]"
doc_00148,819B multimedya,unknown,8,NA,none,"[0.016112, 0.008584, 0.013180, 0.176516, 0.059639, 0.016802, 0.017236, 0.551345, 0.023831, 0.008127, 0.012879, 0.012552, 0.010763, 0.012895, 0.002327, 0.013100, 0.010967, 0.012433, 0.020456, 0.000257]"
doc_00149,89600 km golf 7 dizel aracin bakim zamani ve uyarisi,unknown,14,89600,high,"[0.002714, 0.001023, 0.003675, 0.003670, 0.013693, 0.002780, 0.001821, 0.001289, 0.003373, 0.001529, 0.003725, 0.002997, 0.001898, 0.947715, 0.000673, 0.001406, 0.000809, 0.001553, 0.003595, 0.000061]"
doc_00150,90 dan sonra gelen titreme ve ses,1.2_TSI,16,NA,none,"[0.000109, 0.001599, 0.000328, 0.000719, 0.000301, 0.000457, 0.000351, 0.001162, 0.000634, 0.000965, 0.001565, 0.000157, 0.000429, 0.000769, 0.000771, 0.982138, 0.000347, 0.005527, 0.000228, 0.001443]"
doc_00151,:( :( Koltuk dosemesi sigara yanigi cozumu?,unknown,17,140000,medium,"[0.001065, 0.000239, 0.000240, 0.000299, 0.002185, 0.000333, 0.001198, 0.000518, 0.000438, 0.000436, 0.000748, 0.000250, 0.000277, 0.000422, 0.000271, 0.000138, 0.989620, 0.001099, 0.000210, 0.000013]"
doc_00152,A Sutunu Kaplama Parca Kodu,unknown,4,NA,none,"[0.000906, 0.000497, 0.001011, 0.979905, 0.004067, 0.001158, 0.000979, 0.000866, 0.001704, 0.000680, 0.000966, 0.001131, 0.000634, 0.001081, 0.000158, 0.000574, 0.000579, 0.001034, 0.002040, 0.000027]"
doc_00153,ABS ESC Yokus Kalkis Lastik Basinci Start Stop... Yanmadik lamba kalmadi.,unknown,8,120000,medium,"[0.001452, 0.000526, 0.001239, 0.001456, 0.005702, 0.001619, 0.001697, 0.658920, 0.000741, 0.000401, 0.087025, 0.001355, 0.002018, 0.226819, 0.000711, 0.003915, 0.001455, 0.001438, 0.001123, 0.000388]"
doc_00154,ABS lambam yanip sonuyor,1.2_TSI,8,NA,none,"[0.000730, 0.010481, 0.000181, 0.001756, 0.001226, 0.000848, 0.000517, 0.946036, 0.000419, 0.001510, 0.003690, 0.000201, 0.000976, 0.001170, 0.001701, 0.017864, 0.001659, 0.005367, 0.000926, 0.002743]"
doc_00155,ABS sensoru,unknown,14,NA,none,"[0.001883, 0.000622, 0.002613, 0.001969, 0.015906, 0.002366, 0.003004, 0.001193, 0.002115, 0.000974, 0.004203, 0.001590, 0.001565, 0.952064, 0.001430, 0.002051, 0.000867, 0.001955, 0.001494, 0.000135]"
doc_00156,ABS- Elektrikli Park- Start Stop Arizasi,unknown,14,NA,none,"[0.004179, 0.000661, 0.007085, 0.003184, 0.117216, 0.005247, 0.005941, 0.003497, 0.004933, 0.000861, 0.217720, 0.003346, 0.002996, 0.607094, 0.001256, 0.005591, 0.003269, 0.003278, 0.002241, 0.000403]"
doc_00157,AC klima acikken soguk uflememe sorunu,unknown,4,NA,none,"[0.003739, 0.000765, 0.002925, 0.745708, 0.009842, 0.003999, 0.003667, 0.003054, 0.004575, 0.000913, 0.194784, 0.004112, 0.002285, 0.004581, 0.000255, 0.002004, 0.002432, 0.002521, 0.007704, 0.000134]"
doc_00158,ACILLLL YARDIMM :(,unknown,16,NA,none,"[0.000954, 0.000370, 0.004928, 0.002742, 0.007314, 0.001800, 0.002108, 0.003248, 0.004245, 0.001269, 0.001472, 0.002674, 0.001464, 0.002467, 0.000175, 0.959179, 0.000873, 0.001770, 0.000916, 0.000031]"
doc_00159,AKU Bitti Ve Motor Beyni yandi Bilgisi olan.,unknown,11,NA,none,"[0.000588, 0.000055, 0.000553, 0.000647, 0.000780, 0.000776, 0.000749, 0.000357, 0.000528, 0.000047, 0.989296, 0.000618, 0.000576, 0.001015, 0.000189, 0.000642, 0.000720, 0.000847, 0.000616, 0.000400]"
doc_00160,AKUM BITTI,1.4_TSI,11,NA,none,"[0.000103, 0.000172, 0.000154, 0.000334, 0.000070, 0.000178, 0.000239, 0.000112, 0.000041, 0.000150, 0.993981, 0.000168, 0.000110, 0.000160, 0.000232, 0.001861, 0.000327, 0.000780, 0.000278, 0.000549]"
doc_00161,ALT TARAFTAN GELEN TIKIRTI,unknown,9,NA,none,"[0.000904, 0.000554, 0.002040, 0.001738, 0.003886, 0.001345, 0.001743, 0.000636, 0.965415, 0.000790, 0.001718, 0.000880, 0.000910, 0.001828, 0.001720, 0.002429, 0.001413, 0.008556, 0.001344, 0.000151]"
doc_00162,AMBIYANS AYDINLATMA,unknown,11,NA,none,"[0.012726, 0.000102, 0.009337, 0.004547, 0.079626, 0.036028, 0.015424, 0.008388, 0.014255, 0.000995, 0.570279, 0.006088, 0.003415, 0.018030, 0.005218, 0.012014, 0.002525, 0.190868, 0.009609, 0.000524]"
doc_00163,ANAHTAR ILE BUTUN CAMLARI ACAMIYORUM,1.4_TSI,4,NA,none,"[0.000152, 0.001049, 0.000286, 0.989998, 0.000529, 0.000261, 0.000306, 0.000306, 0.000155, 0.001254, 0.001076, 0.000277, 0.000102, 0.000123, 0.000177, 0.001846, 0.000265, 0.000925, 0.000857, 0.000056]"
